DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps,Score
13.117647058823529,33.705882352941174,3.0,3.0,3,16,C3,14,C2,24,C2,2,C3,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,15
5.705882352941177,11.882352941176471,7.0,4.0,2,12,C4,21,C3,23,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,18
7.352941176470588,18.764705882352942,0.0,5.0,3,2,C3,17,C3,19,C2,18,C3,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,20
5.764705882352941,7.705882352941177,4.0,6.0,2,12,C4,20,C3,24,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,4
7.0,11.882352941176471,6.0,7.0,2,13,C4,19,C3,24,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,4
6.176470588235294,7.705882352941177,8.0,8.0,2,15,C4,22,C3,19,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,4
0.0,6.294117647058823,13.0,9.0,2,15,C3,18,C2,23,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,4
4.411764705882353,11.470588235294118,10.0,10.0,2,12,C4,16,C3,28,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,1
0.23529411764705882,0.47058823529411764,14.0,11.0,2,13,C3,16,C2,27,C3,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,0
0.23529411764705882,0.47058823529411764,12.0,12.0,2,12,C3,18,C2,25,C3,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,0
3.6470588235294117,10.647058823529411,16.0,13.0,2,13,C4,18,C3,24,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,0
0.17647058823529413,0.0,15.0,14.0,2,13,C4,23,C3,19,C3,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,0
1.9411764705882353,11.470588235294118,20.0,15.0,1,24,C3,31,C2,0,,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,0
0.0,0.17647058823529413,18.0,16.0,2,14,C3,19,C3,22,C2,0,,57,5.412,15,3,440,High,False,27.627819548872182,20.53834586466165,54.517293233082704,0.0,5,0
18.0,28.0,3.0,1.0,2,27,I,6,C3,30,C3,0,,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,35
25.0,41.0,1.0,2.0,4,28,I,3,C3,1,C3,1,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,11
12.0,18.0,7.0,3.0,2,28,I,5,C3,30,C4,0,,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,24
8.0,12.0,4.0,4.0,2,28,I,5,C3,30,C3,0,,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,12
4.0,12.0,11.0,5.0,2,27,I,6,C3,30,C3,0,,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,20
6.0,18.0,6.0,6.0,2,27,I,6,C3,30,C4,0,,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,8
0.0,2.0,5.0,7.0,4,14,W,12,I,6,C3,1,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,2
1.0,1.0,10.0,8.0,3,27,I,5,C3,1,C3,30,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,7
0.0,0.0,9.0,9.0,5,1,W,26,I,4,C3,1,C4,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,2
0.0,0.0,15.0,10.0,3,28,I,4,C3,1,C3,30,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,2
10.0,28.0,2.0,11.0,2,28,I,5,C3,30,C4,0,,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,-18
2.0,2.0,20.0,12.0,3,25,I,7,C3,1,C4,30,C4,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,0
0.0,0.0,16.0,13.0,3,26,I,6,C3,1,C3,30,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,0
0.0,0.0,17.0,14.0,4,27,I,5,C3,1,C3,7,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,0
0.0,0.0,18.0,16.0,4,5,W,16,I,10,C4,1,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,0
0.0,0.0,19.0,17.0,4,12,W,11,I,8,C4,1,C3,63,4.909,19,1,548,Medium,False,16.827329192546582,10.621118012422361,69.4888198757764,0.40993788819875776,9,0
22.0,30.0,2.0,1.0,3,2,C2,1,C2,34,C2,29,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,32
21.5,26.5,3.0,2.0,4,2,C2,1,C2,32,C2,29,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,21
8.0,30.0,1.0,3.0,4,2,C2,1,C2,33,C2,27,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,5
5.0,26.5,4.0,4.0,3,2,C2,1,C2,48,C2,15,C3,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,12
13.5,20.5,7.0,5.0,3,2,C3,1,C3,19,C3,44,C2,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,14
10.0,17.0,8.0,6.0,3,2,C2,1,C2,22,C2,41,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,12
1.0,1.5,6.0,7.0,3,2,C3,1,C3,19,C3,44,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,4
0.5,1.5,13.0,8.0,3,2,C2,1,C2,37,C2,26,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,8
7.0,20.5,16.0,9.0,3,2,C2,1,C2,38,C2,25,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,4
3.0,4.0,9.0,10.0,3,2,C3,1,C3,21,C3,42,C2,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
7.0,17.0,5.0,11.0,3,2,C3,1,C3,18,C3,45,C2,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,-10
0.0,0.0,12.0,12.0,3,2,C2,1,C2,19,C2,43,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
0.0,2.5,10.0,13.0,3,2,C3,1,C3,19,C3,43,C2,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,-1
2.5,2.5,17.0,14.0,3,2,C3,1,C3,36,C3,26,C2,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
1.0,4.0,14.0,15.0,3,2,C2,1,C2,18,C2,44,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
0.0,0.0,11.0,16.0,3,2,C2,1,C2,25,C2,37,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
0.0,0.0,19.0,17.0,3,2,C2,1,C2,29,C2,32,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
0.0,0.0,18.0,18.0,3,2,C2,1,C2,21,C2,40,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
0.0,0.0,20.0,19.0,4,2,C2,1,C2,28,C2,12,C1,66,4.653,15,2,472,Low,False,38.950746268656715,19.392537313432832,39.403731343283575,0.0,5,0
23.0,33.666666666666664,1.0,1.0,2,28,C3,14,C2,24,C2,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,25
20.333333333333332,27.666666666666668,2.0,2.0,2,24,C3,36,C2,6,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,18
10.666666666666666,33.666666666666664,3.0,3.0,2,23,C3,30,C2,13,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,15
9.333333333333334,14.0,4.0,4.0,2,28,C3,30,C2,8,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,12
7.333333333333333,27.666666666666668,8.0,5.0,2,27,C3,30,C2,9,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,16
5.333333333333333,17.666666666666668,7.0,6.0,2,25,C3,21,C2,20,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,10
4.666666666666667,14.0,6.0,7.0,2,22,C3,24,C2,20,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,4
12.333333333333334,17.666666666666668,9.0,8.0,2,23,C3,28,C2,14,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,6
2.6666666666666665,4.333333333333333,5.0,9.0,1,23,C3,42,C2,0,,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,-6
2.3333333333333335,3.0,12.0,10.0,2,18,C3,29,C2,18,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,2
1.6666666666666667,1.6666666666666667,11.0,11.0,2,22,C3,17,C2,26,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
0.0,0.0,17.0,12.0,1,37,C2,28,C3,0,,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
0.0,1.6666666666666667,13.0,13.0,2,21,C3,17,C2,27,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
0.0,0.0,15.0,14.0,2,9,C3,19,C2,37,C2,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
0.0,0.0,14.0,15.0,2,8,C3,31,C2,26,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
0.0,0.0,19.0,16.0,3,9,C3,18,C2,23,C2,15,C3,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
1.6666666666666667,4.333333333333333,10.0,17.0,2,21,C3,40,C2,4,C3,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,-1
0.0,0.0,18.0,18.0,2,23,C3,27,C2,14,C2,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
0.0,0.0,20.0,19.0,2,22,C3,20,C2,22,C2,0,,66,4.655,14,2,367,High,False,32.9223076923077,22.203076923076924,57.55307692307692,0.0,3,0
20.0,28.0,2.0,1.0,1,34,C5,44,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,32
5.0,15.0,4.0,2.0,1,32,C5,46,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,24
10.25,16.25,5.0,3.0,1,30,C5,48,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,20
8.0,28.0,9.0,4.0,1,35,C5,43,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,22
0.0,1.25,8.0,5.0,1,31,C5,47,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,16
2.0,2.5,6.0,6.0,1,30,C5,48,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,8
23.5,35.25,7.0,7.0,2,29,C5,38,C3,11,C5,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,6
1.25,1.25,13.0,8.0,1,58,C3,19,C5,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,8
2.5,3.75,11.0,9.0,1,37,C5,40,C4,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,4
0.0,0.0,10.0,10.0,1,33,C5,44,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,1
0.0,0.0,14.0,11.0,1,43,C4,34,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
6.0,16.25,12.0,12.0,1,36,C4,41,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
1.25,3.75,17.0,13.0,1,45,C4,32,C5,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
0.0,0.0,15.0,14.0,1,31,C4,46,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
0.0,0.0,18.0,15.0,1,43,C4,34,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
0.5,2.5,16.0,16.0,1,64,C3,13,C5,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
0.0,0.0,19.0,17.0,1,34,C5,41,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
0.0,0.0,20.0,18.0,1,37,C5,38,C3,0,,0,,78,3.337,19,1,350,Low,True,37.595555555555556,20.760740740740744,61.42444444444444,0.0,0,0
8.8,29.8,6.0,1.0,3,13,C5,34,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,42
2.0,3.8,11.0,2.0,3,18,C5,29,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,36
3.2,3.6,4.0,3.0,3,11,C5,36,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,18
8.0,15.6,1.0,4.0,3,9,C5,38,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,-1
11.2,16.0,9.0,5.0,3,7,C5,40,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,18
1.0,3.4,8.0,6.0,4,7,C5,27,C3,13,C5,1,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,12
0.4,3.6,7.0,7.0,3,9,C5,38,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,6
7.6,15.6,5.0,8.0,3,10,C5,37,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,-2
4.8,16.0,13.0,9.0,3,11,C5,36,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,4
0.0,0.2,14.0,10.0,3,13,C4,34,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,2
0.2,0.2,20.0,11.0,4,2,C5,32,C3,13,C3,1,C3,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,0
9.4,29.6,10.0,12.0,3,11,C5,36,C3,1,C5,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,-1
0.0,0.0,17.0,13.0,5,8,C5,26,C3,10,C5,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,0
0.0,0.0,18.0,14.0,6,9,C5,25,C3,10,C5,2,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,0
20.2,29.6,2.0,15.0,3,11,C5,36,C3,1,C3,3,C5,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,-18
0.0,0.0,16.0,16.0,2,9,C4,39,C3,3,C5,0,,51,6.003,20,2,316,Low,True,38.31453488372093,24.17093023255814,55.80523255813954,0.0,8,0
17.5,29.0,1.0,1.0,2,18,C3,14,C2,21,C3,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,25
16.833333333333332,24.666666666666668,2.0,2.0,1,19,C3,34,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,18
11.5,29.0,4.0,3.0,1,24,C3,29,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,18
7.833333333333333,24.666666666666668,3.0,4.0,1,17,C3,36,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,9
11.0,15.333333333333334,8.0,5.0,1,24,C3,29,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,16
4.333333333333333,15.333333333333334,10.0,6.0,1,16,C3,37,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,15
5.166666666666667,6.5,6.0,7.0,1,17,C3,36,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,4
2.1666666666666665,4.166666666666667,9.0,8.0,1,18,C3,35,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,6
4.666666666666667,6.166666666666667,12.0,9.0,1,37,C2,16,C3,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,4
1.5,6.166666666666667,19.0,10.0,1,34,C2,19,C4,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,2
7.0,15.666666666666666,5.0,11.0,1,17,C3,36,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,-10
0.0,0.0,14.0,12.0,1,17,C3,35,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
1.3333333333333333,6.5,0.0,13.0,1,15,C3,37,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
2.0,4.166666666666667,11.0,14.0,1,28,C2,24,C3,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
0.16666666666666666,0.3333333333333333,13.0,15.0,1,28,C2,24,C3,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
8.666666666666666,15.666666666666666,7.0,16.0,2,14,C3,24,C2,14,C3,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,-6
0.16666666666666666,0.3333333333333333,17.0,17.0,1,33,C2,19,C3,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
0.0,0.0,16.0,18.0,1,18,C3,34,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
0.0,0.0,15.0,19.0,1,15,C3,37,C2,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
0.0,0.0,18.0,20.0,1,31,C2,21,C3,0,,0,,53,5.842,15,2,423,Low,False,35.22879999999999,25.314399999999996,58.6304,0.0,0,0
18.714285714285715,30.714285714285715,1.0,1.0,1,29,C3,42,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,25
17.0,25.428571428571427,2.0,2.0,2,28,C3,41,C2,2,C4,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,18
8.428571428571429,25.428571428571427,5.0,3.0,1,27,C3,44,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,20
12.0,30.714285714285715,4.0,4.0,2,26,C4,28,C2,17,C3,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,12
10.857142857142858,15.714285714285714,3.0,5.0,1,31,C4,39,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,5
6.0,13.428571428571429,12.0,6.0,1,41,C3,29,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,16
7.428571428571429,13.428571428571429,7.0,7.0,2,1,C4,36,C2,33,C3,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,6
1.4285714285714286,5.714285714285714,9.0,8.0,1,28,C4,42,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,6
2.4285714285714284,4.142857142857143,8.0,9.0,1,27,C4,43,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
1.1428571428571428,6.428571428571429,11.0,10.0,1,26,C4,44,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,2
0.14285714285714285,0.2857142857142857,18.0,11.0,1,36,C2,34,C3,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
4.285714285714286,5.714285714285714,14.0,12.0,1,27,C3,43,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
4.857142857142857,15.714285714285714,13.0,13.0,1,41,C3,29,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
1.7142857142857142,4.142857142857143,17.0,14.0,1,36,C3,34,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
0.14285714285714285,0.2857142857142857,15.0,15.0,1,23,C3,47,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
0.0,0.0,19.0,16.0,1,33,C3,36,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
0.0,0.0,16.0,17.0,2,1,C3,24,C4,43,C2,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
0.0,0.0,20.0,18.0,1,21,C3,47,C2,0,,0,,71,4.318,10,3,359,Medium,False,52.35254237288136,26.692372881355933,33.246610169491525,0.0,0,0
19.5,31.5,1.0,1.0,2,32,C3,28,C2,11,C2,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,25
9.25,26.5,5.0,2.0,1,30,C3,41,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,26
10.75,15.0,2.0,3.0,1,30,C3,41,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,12
17.25,26.5,4.0,4.0,2,31,C3,22,C2,18,C2,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,12
6.25,13.5,10.0,5.0,1,48,C2,23,C3,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,19
12.0,31.5,3.0,6.0,1,32,C3,39,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,1
4.25,15.0,13.0,7.0,1,29,C3,42,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,12
7.25,13.5,12.0,8.0,1,34,C3,37,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,8
4.625,5.75,6.0,9.0,2,13,C4,32,C2,26,C2,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,-4
2.375,3.875,14.0,10.0,1,32,C3,38,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,2
0.0,0.0,8.0,11.0,1,30,C3,40,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,-4
1.125,5.75,7.0,12.0,2,12,C4,39,C2,19,C2,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,-6
1.75,5.5,9.0,13.0,2,14,C4,32,C2,24,C2,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,-2
0.125,0.25,15.0,14.0,2,1,C3,28,C2,41,C2,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,0
0.125,0.25,16.0,15.0,1,37,C2,33,C3,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,0
0.0,0.0,18.0,16.0,1,33,C3,37,C2,0,,0,,71,4.318,10,3,359,Medium,False,33.18397435897436,20.96602564102564,49.73076923076923,0.038461538461538464,3,0
